Caio Fernando Abreu’s 70th Birthday	70.º aniversario del nacimiento de Caio Fernando Abreu
Initiated a bulk download from Drive	Se ha iniciado una descarga en bloque en Drive
We are sorry, the service is currently unavailable. Please verify your internet connection and try again.	El servicio no está disponible en estos momentos. Comprueba tu conexión a Internet e inténtalo de nuevo.
Sent to Google Home	Se ha enviado a Google Home
Send to Google Home	Enviar a Google Home
Compare to another index	Comparar con otro índice
Compare to another stock	Comparar con otra acción
Next to each stock you want to follow, tap or click the box.	Toca o haz clic en las casillas de las acciones que quieras seguir.
Voice search results come in the same language as your voice search.	Los resultados de la búsqueda por voz se obtienen en el mismo idioma que utilizas para la búsqueda por voz.
Pick the language for your search results.	Puedes elegir el idioma en el que quieres ver tus resultados de búsqueda.
At the top left, tap your photo.	En la parte superior izquierda, toca tu foto.
Tap a category to see options and make changes.	Tocar una categoría para ver las opciones correspondientes y realizar cambios.
At the top left, tap your photo.	En la parte superior izquierda, toca tu foto.
You can turn these video previews on or off, and change when they play.	Puedes activar o desactivar estas vistas previas de vídeos y cambiar cuándo se reproducen.
Videos in your feed could start playing automatically without sound.	Los vídeos de tu tablón pueden empezar a reproducirse automáticamente sin sonido.
Videos could start playing automatically without sound.	Los vídeos pueden empezar a reproducirse automáticamente sin sonido.
Press the Home button.	Pulsa el botón de inicio.
Replace all existing events	Sustituir todos los eventos
Import from Google Sheets	Importar de Hojas de cálculo de Google
This image may be subject to copyright.	Esta imagen puede estar sujeta a derechos de autor.
Sergey Prokudin-Gorsky’s 155th Birthday	155.º aniversario del nacimiento de Sergey Prokudin-Gorsky
Viola Desmond’s 104th Birthday	104.º aniversario del nacimiento de Viola Desmond
Mehdi Hassan’s 91st Birthday	91.º aniversario del nacimiento de Mehdi Hassan
Leonard Bernstein’s 100th Birthday	100.º aniversario del nacimiento de Leonard Bernstein
José Emilio Pacheco’s 79th Birthday	79.º aniversario del nacimiento de José Emilio Pacheco
Prasanta Chandra Mahalanobis’ 125th Birthday	125.º aniversario del nacimiento de Prasanta Chandra Mahalanobis
Meena Kumari’s 85th Birthday	85.º aniversario del nacimiento de Meena Kumari
Prayoon Yommium’s 85th Birthday	85.º aniversario del nacimiento de Prayoon Yommium
Pumpuang Duangjan’s 57th Birthday	57.º aniversario del nacimiento de Pumpuang Duangjan
Dilip Sardesai’s 78th Birthday	78.º aniversario del nacimiento de Dilip Sardesai
Gerda Taro’s 108th Birthday	108.º aniversario del nacimiento de Gerda Taro
Gauhar Jaan’s 145th Birthday	145.º aniversario del nacimiento de Gauhar Jaan
Reload as optimized page	Volver a cargar como página optimizada
Carmen Conde’s 111th Birthday	111.º aniversario del nacimiento de Carmen Conde
Sort by personal match	Ordenar por coincidencia personal
Hourly, humidity, wind and more	Hora, humedad, viento y más
See stocks you’re following	Ver las acciones que sigues
Tap an upcoming reminder.	Toca un recordatorio próximo.
Note that these changes may not appear on all Google Searches.	Recuerda que es posible que estos cambios no aparezcan en todas las búsquedas de Google.
The end date must be after the start date.	La fecha de finalización debe ser posterior a la fecha de inicio.
Replace all existing events?	¿Quieres sustituir todos los eventos?
The title must have at least one letter or numeric character.	El título debe tener al menos una letra o un número.
Paste the link to your Google spreadsheet here and your events will be imported.	Pega aquí el enlace a tu hoja de cálculo de Google y se importarán tus eventos.
This event will be permanently deleted and cannot be recovered.	Este evento se eliminará permanentemente y no se podrá recuperar.
is missing one or more required field	no tiene uno o varios de los campos requeridos
has an invalid start time or date	tiene una fecha u hora de inicio no válida
has an invalid end time or date	tiene una fecha u hora de finalización no válida
This search is trending in your area.	Esta búsqueda se está volviendo popular en tu zona.
Start repeating Morse symbol after	Empezar a repetir el símbolo en morse después de
Talal Maddah’s 78th Birthday	78.º aniversario del nacimiento de Talal Maddah
Sergey Prokudin-Gorsky’s 155th birthday	155.º aniversario del nacimiento de Sergey Prokudin-Gorsky
Prayoon Yommium’s 85th birthday	85.º aniversario del nacimiento de Prayoon Yomyiam
Pumpuang Duangjan’s 57th birthday	57.º aniversario del nacimiento de Pumpuang Duangjan
Marga Faulstich’s 103rd Birthday	103.º aniversario del nacimiento de Marga Faulstich
Meena Kumari’s 85th birthday	85.º aniversario del nacimiento de Meena Kumari
Leonard Bernstein’s 100th birthday	100.º aniversario del nacimiento de Leonard Bernstein
Gerda Taro’s 108th birthday	108.º aniversario del nacimiento de Gerda Taro
Dilip Sardesai’s 78th birthday	78.º aniversario del nacimiento de Dilip Sardesai
Celebrating Johann Sebastian Bach	Homenaje a Johann Sebastian Bach
Carmen Conde’s 111th birthday	111.º aniversario del nacimiento de Carmen Conde
85th Anniversary of Biskupin settlement discovery	85.º aniversario del descubrimiento del asentamiento de Biskupin
197th Anniversary of Zugspitze first ascent	197.º aniversario de la primera ascensión del Zugspitze
People who liked this also like	A los usuarios a los que les gusta esto también les gusta
Customize cards in your feed	Personalizar el Tablón de la aplicación de Google
From the top left, tap your profile picture.	En la esquina superior izquierda, toca tu foto de perfil.
Choose the day or date range.	Elige el día o el periodo que quieras eliminar.
You may be asked to sign in to your Google Account.	Puede que tengas que iniciar sesión con tu cuenta de Google.
What info is saved in your feed activity	¿Qué información se guarda en la actividad de tu tablón?
Which cards you view, swipe away, or hide	Las tarjetas que consultas, deslizas u ocultas
The cards and results that appeared in your feed	Las tarjetas y los resultados que se muestran en tu tablón
The device you use to access your feed	El dispositivo que utilizas para acceder a tu tablón
You can get more helpful cards and search results from your feed activity.	A partir de la actividad de tu tablón, Google puede mostrarte tarjetas y resultados de búsqueda más útiles.
Would you like to leave feedback about your call?	¿Quieres hacernos llegar tus comentarios sobre la llamada?
Featured snippet from the web	Fragmento destacado de la Web
Video featured snippet from the web	Fragmento destacado de vídeo de la Web
Unable to hide this card. Please try again later.	No se ha podido ocultar esta tarjeta. Vuelve a intentarlo más tarde.
Try an optimized page.	Prueba con una página optimizada.
Try again in a few minutes.	Vuelve a intentarlo en unos minutos.
No theaters near the selected location.	No hay ningún cine cerca de la ubicación seleccionada.
Create or delete a reminder	Crear o eliminar un recordatorio
sergej milinkovic-savic news	noticias sobre sergej milinkovic-savic
hannes thór halldórsson news	noticias sobre hannes thór halldórsson
Changes in network conditions	Cambios en el estado de la red
Results can vary for many reasons, like:	Los resultados pueden variar por muchas razones, por ejemplo:
The best internet connections have high download and upload speeds but low latency.	Con las mejores conexiones a Internet, las velocidades de subida y de descarga son altas y la latencia es baja.
Why your test results could vary	Por qué pueden variar los resultados de la prueba
There are a few ways you can create a reminder in the Google app:	Hay varias formas de crear recordatorios en dicha aplicación:
Provide the following to publish this event	Proporciona la siguiente información para publicar este evento
Say "Ok Google" to start a voice search.	Di "Ok Google" para iniciar una búsqueda por voz.
Search without lifting a finger. When you say "Ok Google," Chrome will search for what you say next.	Busca sin mover un dedo. Di "Ok Google" y Chrome buscará lo que digas a continuación.
Listening for "Ok Google"	Esperando escuchar "Ok Google"
Improve voice search by sending the sound of "Ok Google," and a few seconds before, to Google.	Mejora la búsqueda por voz enviando el sonido de "Ok Google" y el de unos segundos antes de decirlo a Google.
To get started, set up "Ok Google" on your device.	Para empezar, configura "Ok Google" en tu dispositivo.
To change these times:	Para cambiar este tiempo:
You can pause, move forward or back, change speed, and shorten silences.	Puedes pausarlo, avanzar o retroceder, cambiar la velocidad y acortar los silencios.
By default, Google Podcasts removes downloaded episodes:	De manera predeterminada, Podcasts de Google borra los episodios descargados:
Change when downloads are removed	Cambiar cuándo se quitan las descargas
Find an episode of a subscribed podcast	Buscar episodios de podcasts a los que te has suscrito
Play an episode of a podcast	Reproducir episodios de podcasts
On your Android phone or tablet, you can:	En tu teléfono o tablet Android, puedes:
You can see your subscriptions at the top of Google Podcasts.	Puedes ver tus suscripciones en la parte superior de la aplicación Podcasts de Google.
Listen to podcasts on Google Home	Escuchar podcasts en Google Home
Cast podcasts to Chromecast Audio	Enviar podcasts a Chromecast Audio
Listen to podcasts with Google Podcasts	Escuchar podcasts con Podcasts de Google
Turn off ads from this advertiser	Desactivar los anuncios de este anunciante
Add your favorite stocks for quick access and to stay in know with the latest financial news.	Añade tus acciones favoritas para poder acceder a ellas rápidamente y estar al tanto de las últimas noticias financieras.
Recommendation , featured, storage, shows, episodes, playback speed, offline listening, trim silence	Recomendación, destacado, almacenamiento, programas, episodios, velocidad de reproducción, escuchar sin conexión, recortar silencio
Subscribe to podcasts and get the latest episodes	Suscríbete a podcasts y recibe los episodios más recientes.
You can listen and download any podcast you’ve heard of anywhere, anytime for free.	Puedes escuchar y descargar cualquier podcast del que hayas oído hablar en cualquier lugar y momento gratuitamente.
Trim silence to cut silences from episodes so you finish them faster, saving hours	Recorta los silencios de los episodios para terminar de escucharlos antes y ahorrar tiempo.
Listen to podcasts at your preferred playback speed with the variable speed feature.	Escucha podcasts a la velocidad que prefieras con la función de velocidad variable.
Safely manage your podcast subscriptions with cloud storage.	Gestiona de forma segura tus suscripciones a podcasts con el almacenamiento en la nube.
Listen on all your devices	Escucha podcasts en todos tus dispositivos
Listen to the same podcast on multiple devices without losing your place.	Escucha el mismo podcast en varios dispositivos sin que se pierda la posición por donde ibas.
Pause on your phone and pick up where you left off on your Google Home.	Pausa la reproducción en tu teléfono y continúa en tu Google Home desde el mismo punto.
Receive the latest episodes of your favorite podcasts directly on your phone.	Recibe los últimos episodios de tus podcasts favoritos directamente en tu teléfono.
Google Podcasts is a new way for Android users to discover and listen to any podcast.	Podcasts de Google es una nueva forma de descubrir y escuchar podcasts en Android.
Listen to podcasts at faster playback speeds or skip over silences.	Escucha podcasts a velocidades de reproducción más altas o sáltate los silencios.
Find the latest episodes of your favorite podcasts directly on your phone.	Encuentra los últimos episodios de tus podcasts favoritos directamente en tu teléfono.
Google Podcasts is a new way for Android users to discover and listen to the world’s podcasts.	Podcasts de Google es una nueva forma de descubrir y escuchar podcasts de todo el mundo en Android.
You can subscribe to any show for free and download episodes for offline listening.	Puedes suscribirte gratuitamente a cualquier programa y descargar episodios para escucharlos sin conexión.
Anyone with this link can see your collection	Los usuarios que tengan este enlace podrán ver tu colección
Turn offline search on or off	Activar o desactivar las búsquedas offline
See or remove searches	Ver o quitar búsquedas
You've helped others make better decisions about places to go	Has ayudado a los demás a decidir mejor a qué sitios ir.
You've helped others make better decisions about places to go.	Has ayudado a otras personas a tomar mejores decisiones acerca de los sitios que pueden visitar.
Failed to move selected items. Try again later.	No se han podido mover los elementos seleccionados. Vuelve a intentarlo más tarde.
Hide name and show number to others	Ocultar el nombre y mostrar el número a otros usuarios
Failed to remove collection. Try again later.	No se ha podido quitar la colección. Vuelve a intentarlo más tarde.
No targets to send to for this input.	No hay destinos para enviar para esto.
All items in this collection will be removed.  Are you sure you want to remove this collection?	Se quitarán todos los elementos de esta colección. ¿Seguro que quieres quitarla?
Type any email address	Escribe cualquier dirección de correo electrónico
Failed to create collection. Try again later.	No se ha podido crear la colección. Vuelve a intentarlo más tarde.
Type a name or email	Escribe un nombre o un correo electrónico
Only editable in Maps	Solo se puede editar en Maps
Edit collection in Maps	Editar colección en Maps
Failed to rename collection. Try again later.	No se ha podido cambiar el nombre de la colección. Vuelve a intentarlo más tarde.
Failed to delete selected items. Try again later.	No se han podido eliminar los elementos seleccionados. Vuelve a intentarlo más tarde.
To make sharing easier, Google suggests people to share with based on your interactions	Google te ayuda a compartir contenido de manera más sencilla sugiriéndote personas a quien enviárselo en función de tus interacciones
Access sports in one tap	Accede a los deportes con un solo toque
Get back here in one tap	Accede aquí con un solo toque
Add a shortcut to sports	Añade un acceso directo a los deportes
Is there flood damage around you?	¿Hay daños por la inundación a tu alrededor?
Do you see earthquake damage around you?	¿Ves daños por el terremoto a tu alrededor?
See results in English	Ver resultados en inglés
You looked this up	Lo que has buscado
Tap on the tags below to vote	Toca las etiquetas que aparecen más abajo para votar
How would you describe this movie?	¿Cómo describirías esta película?
Add your vote to help others	Añade tu voto para ayudar a otros usuarios
Unavailable for this word	No disponible para esta palabra
Easy checkout with Google	Tramitación sencilla de la compra con Google
Tell me what you think of this one	A ver qué te parece este
Hey, I know some riddles 😀	Algún acertijo seguro que se me ocurre 😀
Hey, I know some jokes 😀	Algún que otro chiste me sé 😀
Your ad was disapproved	Tu anuncio ha sido rechazado
Thank you! Your response was recorded.	Gracias. Se ha registrado tu respuesta.
A new version is available	Hay una nueva versión disponible
Prasanta Chandra Mahalanobis’ 125th birthday	125.º aniversario del nacimiento de Prasanta Chandra Mahalanobis
Dame Cicely Saunders’ 100th Birthday	100.º aniversario del nacimiento de Dame Cicely Saunders
What do you think about this album?	¿Qué te ha parecido este álbum?
What do you think about this book?	¿Qué te ha parecido este libro?
Your feedback helps others decide which albums to listen to.	Tus comentarios ayudan a otros usuarios a decidir qué álbum escuchar.
Your feedback helps others decide which video games to play.	Tus comentarios ayudan a otros usuarios a elegir videojuegos.
Your feedback helps others decide which books to read.	Tus comentarios ayudan a otros usuarios a decidir qué libro leer.
What do you think about this video game?	¿Qué te ha parecido este juego?
world cup top teams	mejores equipos del mundial
world cup next match	próximo partido del mundial
Dates are not final and may change	Las fechas no son definitivas y es posible que cambien
Tap a match to see stats, news, and more	Toca un partido para ver estadísticas, noticias y mucho más
Easily keep track of your episodes	Controla fácilmente por qué episodio vas
Bringing the best of Google to podcasts	Disfruta de tus podcasts con las mejores funciones de Google
You liked this album	Te ha gustado este álbum
You liked this book	Te ha gustado este libro
You liked this movie	Te ha gustado esta película
You liked this video game	Te ha gustado este videojuego
mohammad al-sahlawi news	noticias de mohammad al-sahlawi
heung-min son news	noticias de son heung-min
kevin de bruyne news	noticias de kevin de bruyne
Suggestions based on your search and browsing history	Sugerencias basadas en tu historial de búsqueda y navegación
Scores are live. Tap to see the match timeline and news.	Los resultados se actualizan en directo. Toca para ver las noticias y el resumen del partido.
Scores are live. Tap to see the game timeline and news.	Los resultados se actualizan en directo. Toca para ver las noticias y el resumen del partido.
New content loaded successfully. Scroll down to read more.	Se ha cargado el nuevo contenido. Desplázate hacia abajo para seguir leyendo.
Unable to load more	No se puede cargar más
In your post, mention that you already followed the troubleshooting steps in this article.	Al escribir en el foro, menciona que ya has seguido los pasos que se indican en este artículo.
Posted by Martin Splitt, Webmaster Trends Analyst	Publicado por Martin Splitt, analista de Tendencias de Webmasters
We also repeated a few key points that web developers should have an eye on when building websites, such as:	También hemos recalcado en qué aspectos deben fijarse los programadores web al crear sitios web, como:
to help webmasters understand what prospective users search for.	para que los webmasters sepan qué buscan los clientes potenciales.
wrapped up, it’s a great time to reflect on some of the highlights.	, es el momento perfecto para repasar la información más destacada del evento.
Do you manage this online presence?	¿Gestionas esta presencia online?
Get reminders and live score notifications for all matches	Recibe recordatorios y notificaciones con resultados en directo de todos los partidos
Send a message to this business.	Envía un mensaje a esta empresa.
Dr. Virginia Apgar’s 109th Birthday	109.º aniversario del nacimiento de la Dra. Virginia Apgar
Make Google my default search engine	Establecer Google como mi buscador predeterminado
This hotel has exclusive prices for Google One members	Este hotel ofrece precios exclusivos a los miembros de Google One
You’ll be notified with results	Recibirás una notificación con los resultados
Check your connection and try again	Comprueba tu conexión e inténtalo de nuevo
Google won’t retry this search when you’re back online	Google no repetirá esta búsqueda cuando vuelvas a tener conexión
Google will retry your search once you’re online again	Google repetirá esta búsqueda cuando vuelvas a tener conexión
To run your ad, review and edit your text.	Para publicar el anuncio, revisa y edita el texto.
To run your ad, make a payment.	Para publicar el anuncio, haz un pago.
To run your ad, update your billing.	Para publicar el anuncio, actualiza la información de facturación.
You can also choose whether you want to open links to maps in Google Maps.	También puedes decidir si quieres que los enlaces a mapas se abran con Google Maps.
This won’t clear searches you’ve done on other devices or computers.	Con esta opción, no se borran las búsquedas que hayas hecho en otros dispositivos u ordenadores.
What other apps you have on your device	Las aplicaciones que tienes en tu dispositivo
For example, you can search for information about your upcoming flights or restaurant reservations.	Por ejemplo, puedes buscar información sobre tus próximos vuelos o reservas en restaurantes.
Pink the language for your search results.	Puedes elegir el idioma en el que quieres ver tus resultados de búsqueda.
Change the settings that control voice search and voice actions.	Puedes cambiar los ajustes que controlan la búsqueda por voz y las acciones de voz.
Number of rows per page	Número de filas por página
Have you ever consented to the distribution of the fake images or videos?	¿Alguna vez has dado tu consentimiento para distribuir las imágenes o los vídeos falsos?
Yes, but not on this site.	Sí, pero no en este sitio web.
Please enter a valid email address	Introduce una dirección de correo electrónico válida.
In the top right corner of the page, click the gear icon.	En la esquina superior derecha de la página, haz clic en el icono de rueda dentada.
Get reminders and live score notifications for all games	Recibe recordatorios y notificaciones con resultados en directo de todos los partidos
Satisfied with these results?	¿Estás satisfecho con restos resultados?
Ministry of Islamic Affairs, Morocco	Ministerio de Asuntos Islámicos, Marruecos
Click for more results	Haz clic para ver más resultados
Customized stickers based on you	Pegatinas a tu imagen y semejanza
Weather update for a place	Viste información actualizada sobre el tiempo de un sitio
Viewed a notification about a promotion	Viste una notificación sobre una promoción
Received a notification about a promotion	Recibiste una notificación sobre una promoción
Received a notification about a declined payment	Recibiste una notificación sobre un pago rechazado
Received a notification about a backup payment method	Recibiste una notificación sobre un método de pago alternativo
Voted on a poll in	Votaste en una encuesta de
Viewed a notification about a declined payment	Viste una notificación sobre un pago rechazado
Viewed a notification about a backup payment method	Viste una notificación sobre un método de pago alternativo
How Google Shopping works	Cómo funciona Google Shopping
Received a notification about an expiring movie or show	Recibiste una notificación sobre una película o programa a punto de caducar
Save tags and close dialog	Guardar etiquetas y cerrar el cuadro de diálogo
Check your feed for the latest on topics you follow	Consulta en tu tablón las últimas novedades sobre los temas que sigues
Info Google stores about my searches	Información que almacena Google sobre mis búsquedas
We chose these hotels based on emails about hotel reservations in your Gmail account.	Marcamos estos hoteles basándonos en correos electrónicos de reservas de hoteles de tu cuenta de Gmail.
You could also be eligible to see lower prices that aren’t public.	Es posible que también puedas optar a precios más bajos que no son públicos.
Prices are the public rates available from our partners for the dates you selected.	Los precios que se indican son los precios públicos que ofrecen nuestros partners para reservar una habitación durante las fechas seleccionadas.
You can use these ratings to narrow your search.	Puedes utilizar estas valoraciones para acotar la búsqueda.
There are 2 types of deals:	Hay dos tipos de ofertas:
Hotels priced below their normal rate or below the rates of similar hotels nearby.	Hoteles que ofrecen un precio inferior al habitual o que son más baratos que hoteles similares cercanos.
Use the map to see the location and other hotels in the area.	Utiliza el mapa para ver la ubicación y otros hoteles de la zona.
Within the search results, scroll to the hotel results box.	Desplázate hasta el cuadro de resultados de hoteles que aparece en los resultados de búsqueda.
At the bottom of the box, tap or click the link.	Tocando el enlace de la parte inferior del cuadro o haciendo clic en él.
Download your data from Google research studies	Descargar los datos de los estudios de investigación de Google
Failed to update preferences	No se han podido actualizar las preferencias
Reserve room on Google	Reservar habitación en Google
Your Google Express cart	Tu carrito de Google Express
Your cart is empty	Tu carrito está vacío
Ask your customers to write a review and rate your business	Pide a tus clientes que escriban una reseña y valoren tu empresa
At the bottom left, touch and hold the comma.	En la parte inferior izquierda, mantén pulsada la coma.
To confirm that you want to permanently delete these words, enter the number provided.	Para confirmar que quieres eliminar estas palabras de forma permanente, introduce el número proporcionado.
Type in more than one language	Escribir en más de un idioma
Choose languages for Gboard only	Elegir idiomas solo para Gboard
Information Google stores about your medical searches	Información que almacena Google sobre tus búsquedas médicas
Medical information on Google comes from high-quality websites, medical professionals, and search results.	La información médica que se muestra en Google procede de excelentes profesionales médicos, así como de resultados de búsqueda y sitios web de gran calidad.
We check these results for relevance.	Dichos resultados se revisan para comprobar que sean pertinentes.
View lineup and top stories on Google.	Descubre el cartel y consulta las noticias más populares en Google.
Follow the nominees and top stories on Google.	Sigue a los nominados y consulta las noticias más populares en Google.
Awards ceremony is starting now	La ceremonia de premios está comenzando
Viola Desmond’s 104th birthday	104 aniversario del nacimiento de Viola Desmond
Kurt Masur’s 91st Birthday	91 aniversario del nacimiento de Kurt Masur
Lyudmila Rudenko’s 114th Birthday	114 aniversario del nacimiento de Lyudmila Rudenko
